v1,zip,parkname,duration,distancemeters,duration_nearest_airport,distancem_nearest_airport,zip_to_airport,duration_airport_site,distancem_airport_site,airport_to_site,intra_island_duration,intra_island_distancem,residents_duration,residents_distance_meters,island_live,population2020,income
1351,96765,Waimanu Campsite,NA,NA,26.799999,22757,Lihue Airport,97.699997,96685,Kona International at Keahole Airport,124.5,119442,124.5,119442,Kauai,767,70673
1352,96765,Waikoali,72.3,56648,26.799999,22757,Lihue Airport,89.800003,73214,Lihue Airport,NA,NA,72.300003,56648,Kauai,767,70673
1353,96765,Lonomea,49.5,44783,26.799999,22757,Lihue Airport,66.699997,59765,Lihue Airport,NA,NA,49.5,44783,Kauai,767,70673
1354,96765,Sugi Grove,69.1,55146,26.799999,22757,Lihue Airport,86.5,71695,Lihue Airport,NA,NA,69.099998,55146,Kauai,767,70673
1355,96765,Kawaikoi,80.8,61397,26.799999,22757,Lihue Airport,102.9,77583,Lihue Airport,NA,NA,80.800003,61397,Kauai,767,70673
1356,96765,Manana Trail,NA,NA,26.799999,22757,Lihue Airport,40.200001,23460,Daniel K Inouye International Airport,67,46217,67,46217,Kauai,767,70673
1357,96765,Kuaokala Trail,NA,NA,26.799999,22757,Lihue Airport,92.599998,71137,Daniel K Inouye International Airport,119.4,93894,119.4,93894,Kauai,767,70673
1359,96765,Waikolu,NA,NA,26.799999,22757,Lihue Airport,19.9,13553,Molokai Airport,46.7,36310,46.700001,36310,Kauai,767,70673
1360,96765,Peacock Flats Campsite,NA,NA,26.799999,22757,Lihue Airport,138.5,82548,Daniel K Inouye International Airport,165.3,105305,165.3,105305,Kauai,767,70673
1361,96765,Kulanaahane Trail,NA,NA,26.799999,22757,Lihue Airport,34.700001,19070,Daniel K Inouye International Airport,61.5,41827,61.5,41827,Kauai,767,70673
1362,96765,Kaluahaulu,49.5,44762,26.799999,22757,Lihue Airport,73.099998,64225,Lihue Airport,NA,NA,49.5,44762,Kauai,767,70673
1363,96765,Kuliouou Trail,NA,NA,26.799999,22757,Lihue Airport,55,37598,Daniel K Inouye International Airport,81.8,60355,81.800003,60355,Kauai,767,70673
1364,96765,Waialae Cabin Campsite,31.8,27630,26.799999,22757,Lihue Airport,49.200001,44216,Lihue Airport,NA,NA,31.799999,27630,Kauai,767,70673
1365,96765,Ainapo Cabin,NA,NA,26.799999,22757,Lihue Airport,142.8,105977,Kona International at Keahole Airport,169.6,128734,169.60001,128734,Kauai,767,70673
1366,96765,Wiliwili,49.5,44781,26.799999,22757,Lihue Airport,57.099998,54614,Lihue Airport,NA,NA,49.5,44781,Kauai,767,70673
1367,96765,Maakua Ridge Trail,NA,NA,26.799999,22757,Lihue Airport,88.300003,61386,Daniel K Inouye International Airport,115.1,84143,115.1,84143,Kauai,767,70673
1368,96765,Wiliwilinui Ridge Trail,NA,NA,26.799999,22757,Lihue Airport,49.799999,34212,Daniel K Inouye International Airport,76.6,56969,76.599998,56969,Kauai,767,70673
1369,96766,Kuliouou Trail,NA,NA,14.1,7455,Lihue Airport,55,37598,Daniel K Inouye International Airport,69.1,45053,69.099998,45053,Kauai,16937,84663
1370,96766,Kamananui Trail,NA,NA,14.1,7455,Lihue Airport,35,19265,Daniel K Inouye International Airport,49.1,26720,49.099998,26720,Kauai,16937,84663
1371,96766,Waimanu Campsite,NA,NA,14.1,7455,Lihue Airport,97.699997,96685,Kona International at Keahole Airport,111.8,104140,111.8,104140,Kauai,16937,84663
1372,96766,Wiliwili,60.2,55637,14.1,7455,Lihue Airport,57.099998,54614,Lihue Airport,NA,NA,60.200001,55637,Kauai,16937,84663
1373,96766,Waialae Cabin Campsite,42.4,38486,14.1,7455,Lihue Airport,49.200001,44216,Lihue Airport,NA,NA,42.400002,38486,Kauai,16937,84663
1374,96766,Kaunala Trail,NA,NA,14.1,7455,Lihue Airport,84,64898,Daniel K Inouye International Airport,98.1,72353,98.099998,72353,Kauai,16937,84663
1375,96766,Waikoali,82.9,67504,14.1,7455,Lihue Airport,89.800003,73214,Lihue Airport,NA,NA,82.900002,67504,Kauai,16937,84663
1376,96766,Hipalau,60.1,55610,14.1,7455,Lihue Airport,73.099998,64234,Lihue Airport,NA,NA,60.099998,55610,Kauai,16937,84663
1377,96766,Manana Trail,NA,NA,14.1,7455,Lihue Airport,40.200001,23460,Daniel K Inouye International Airport,54.3,30915,54.299999,30915,Kauai,16937,84663
1378,96766,Lonomea,60.2,55639,14.1,7455,Lihue Airport,66.699997,59765,Lihue Airport,NA,NA,60.200001,55639,Kauai,16937,84663
1380,96766,Kuaokala Trail,NA,NA,14.1,7455,Lihue Airport,92.599998,71137,Daniel K Inouye International Airport,106.7,78592,106.7,78592,Kauai,16937,84663
1381,96766,Kaluahaulu,60.1,55618,14.1,7455,Lihue Airport,73.099998,64225,Lihue Airport,NA,NA,60.099998,55618,Kauai,16937,84663
1382,96766,Kulanaahane Trail,NA,NA,14.1,7455,Lihue Airport,34.700001,19070,Daniel K Inouye International Airport,48.8,26525,48.799999,26525,Kauai,16937,84663
1383,96766,Sugi Grove,79.7,66002,14.1,7455,Lihue Airport,86.5,71695,Lihue Airport,NA,NA,79.699997,66002,Kauai,16937,84663
1384,96766,Peacock Flats Campsite,NA,NA,14.1,7455,Lihue Airport,138.5,82548,Daniel K Inouye International Airport,152.6,90003,152.60001,90003,Kauai,16937,84663
1385,96766,Waimano Trail,NA,NA,14.1,7455,Lihue Airport,60.400002,36643,Daniel K Inouye International Airport,74.5,44098,74.5,44098,Kauai,16937,84663
1386,96766,Wiliwilinui Ridge Trail,NA,NA,14.1,7455,Lihue Airport,49.799999,34212,Daniel K Inouye International Airport,63.9,41667,63.900002,41667,Kauai,16937,84663
1387,96766,Ainapo Cabin,NA,NA,14.1,7455,Lihue Airport,142.8,105977,Kona International at Keahole Airport,156.9,113432,156.89999,113432,Kauai,16937,84663
1388,96766,Waikolu,NA,NA,14.1,7455,Lihue Airport,19.9,13553,Molokai Airport,34,21008,34,21008,Kauai,16937,84663
1389,96766,Keanakolu Ranger & Bunkhouse Cabins,NA,NA,14.1,7455,Lihue Airport,150.60001,100298,Kona International at Keahole Airport,164.7,107753,164.7,107753,Kauai,16937,84663
1390,96766,Kawaikoi,91.4,72253,14.1,7455,Lihue Airport,102.9,77583,Lihue Airport,NA,NA,91.400002,72253,Kauai,16937,84663
1391,96766,Maakua Ridge Trail,NA,NA,14.1,7455,Lihue Airport,88.300003,61386,Daniel K Inouye International Airport,102.4,68841,102.4,68841,Kauai,16937,84663
1393,96768,Wiliwili,NA,NA,26.200001,22922,Kahului Airport,57.099998,54614,Lihue Airport,83.3,77536,83.300003,77536,Maui,18512,84722
1395,96768,Kamananui Trail,NA,NA,26.200001,22922,Kahului Airport,35,19265,Daniel K Inouye International Airport,61.2,42187,61.200001,42187,Maui,18512,84722
1396,96768,Wiliwilinui Ridge Trail,NA,NA,26.200001,22922,Kahului Airport,49.799999,34212,Daniel K Inouye International Airport,76,57134,76,57134,Maui,18512,84722
1397,96768,Kaunala Trail,NA,NA,26.200001,22922,Kahului Airport,84,64898,Daniel K Inouye International Airport,110.2,87820,110.2,87820,Maui,18512,84722
1398,96768,Ainapo Cabin,NA,NA,26.200001,22922,Kahului Airport,142.8,105977,Kona International at Keahole Airport,169,128899,169,128899,Maui,18512,84722
1399,96768,Kawaikoi,NA,NA,26.200001,22922,Kahului Airport,102.9,77583,Lihue Airport,129.1,100505,129.10001,100505,Maui,18512,84722
1400,96768,Kuaokala Trail,NA,NA,26.200001,22922,Kahului Airport,92.599998,71137,Daniel K Inouye International Airport,118.8,94059,118.8,94059,Maui,18512,84722
1401,96768,Manana Trail,NA,NA,26.200001,22922,Kahului Airport,40.200001,23460,Daniel K Inouye International Airport,66.4,46382,66.400002,46382,Maui,18512,84722
1402,96768,Kulanaahane Trail,NA,NA,26.200001,22922,Kahului Airport,34.700001,19070,Daniel K Inouye International Airport,60.9,41992,60.900002,41992,Maui,18512,84722
1403,96768,Keanakolu Ranger & Bunkhouse Cabins,NA,NA,26.200001,22922,Kahului Airport,150.60001,100298,Kona International at Keahole Airport,176.8,123220,176.8,123220,Maui,18512,84722
1404,96768,Kaluahaulu,NA,NA,26.200001,22922,Kahului Airport,73.099998,64225,Lihue Airport,99.3,87147,99.300003,87147,Maui,18512,84722
1405,96768,Waialae Cabin Campsite,NA,NA,26.200001,22922,Kahului Airport,49.200001,44216,Lihue Airport,75.4,67138,75.400002,67138,Maui,18512,84722
1406,96768,Waimano Trail,NA,NA,26.200001,22922,Kahului Airport,60.400002,36643,Daniel K Inouye International Airport,86.6,59565,86.599998,59565,Maui,18512,84722
1408,96768,Kuliouou Trail,NA,NA,26.200001,22922,Kahului Airport,55,37598,Daniel K Inouye International Airport,81.2,60520,81.199997,60520,Maui,18512,84722
1409,96768,Waimanu Campsite,NA,NA,26.200001,22922,Kahului Airport,97.699997,96685,Kona International at Keahole Airport,123.9,119607,123.9,119607,Maui,18512,84722
1410,96768,Lonomea,NA,NA,26.200001,22922,Kahului Airport,66.699997,59765,Lihue Airport,92.9,82687,92.900002,82687,Maui,18512,84722
1411,96768,Hipalau,NA,NA,26.200001,22922,Kahului Airport,73.099998,64234,Lihue Airport,99.3,87156,99.300003,87156,Maui,18512,84722
1412,96768,Sugi Grove,NA,NA,26.200001,22922,Kahului Airport,86.5,71695,Lihue Airport,112.7,94617,112.7,94617,Maui,18512,84722
1413,96768,Peacock Flats Campsite,NA,NA,26.200001,22922,Kahului Airport,138.5,82548,Daniel K Inouye International Airport,164.7,105470,164.7,105470,Maui,18512,84722
1414,96768,Waikoali,NA,NA,26.200001,22922,Kahului Airport,89.800003,73214,Lihue Airport,116,96136,116,96136,Maui,18512,84722
1415,96768,Waikolu,NA,NA,26.200001,22922,Kahului Airport,19.9,13553,Molokai Airport,46.1,36475,46.099998,36475,Maui,18512,84722
1416,96768,Maakua Ridge Trail,NA,NA,26.200001,22922,Kahului Airport,88.300003,61386,Daniel K Inouye International Airport,114.5,84308,114.5,84308,Maui,18512,84722
1417,96769,Kulanaahane Trail,NA,NA,60.700001,58438,Lihue Airport,34.700001,19070,Daniel K Inouye International Airport,95.4,77508,95.400002,77508,Kauai,296,43906
1418,96769,Lonomea,32.7,27954,60.700001,58438,Lihue Airport,66.699997,59765,Lihue Airport,NA,NA,32.700001,27954,Kauai,296,43906
1419,96769,Hipalau,32.7,27924,60.700001,58438,Lihue Airport,73.099998,64234,Lihue Airport,NA,NA,32.700001,27924,Kauai,296,43906
1420,96769,Waialae Cabin Campsite,26.8,21854,60.700001,58438,Lihue Airport,49.200001,44216,Lihue Airport,NA,NA,26.799999,21854,Kauai,296,43906
1421,96769,Maakua Ridge Trail,NA,NA,60.700001,58438,Lihue Airport,88.300003,61386,Daniel K Inouye International Airport,149,119824,149,119824,Kauai,296,43906
1422,96769,Kaunala Trail,NA,NA,60.700001,58438,Lihue Airport,84,64898,Daniel K Inouye International Airport,144.7,123336,144.7,123336,Kauai,296,43906
1423,96769,Waikolu,NA,NA,60.700001,58438,Lihue Airport,19.9,13553,Molokai Airport,80.6,71991,80.599998,71991,Kauai,296,43906
1424,96769,Kuliouou Trail,NA,NA,60.700001,58438,Lihue Airport,55,37598,Daniel K Inouye International Airport,115.7,96036,115.7,96036,Kauai,296,43906
1425,96769,Waimanu Campsite,NA,NA,60.700001,58438,Lihue Airport,97.699997,96685,Kona International at Keahole Airport,158.4,155123,158.39999,155123,Kauai,296,43906
1426,96769,Peacock Flats Campsite,NA,NA,60.700001,58438,Lihue Airport,138.5,82548,Daniel K Inouye International Airport,199.2,140986,199.2,140986,Kauai,296,43906
1427,96769,Waimano Trail,NA,NA,60.700001,58438,Lihue Airport,60.400002,36643,Daniel K Inouye International Airport,121.1,95081,121.1,95081,Kauai,296,43906
1428,96769,Kaluahaulu,32.7,27933,60.700001,58438,Lihue Airport,73.099998,64225,Lihue Airport,NA,NA,32.700001,27933,Kauai,296,43906
1429,96769,Sugi Grove,52.2,38316,60.700001,58438,Lihue Airport,86.5,71695,Lihue Airport,NA,NA,52.200001,38316,Kauai,296,43906
1430,96769,Keanakolu Ranger & Bunkhouse Cabins,NA,NA,60.700001,58438,Lihue Airport,150.60001,100298,Kona International at Keahole Airport,211.3,158736,211.3,158736,Kauai,296,43906
1431,96769,Kawaikoi,64,44568,60.700001,58438,Lihue Airport,102.9,77583,Lihue Airport,NA,NA,64,44568,Kauai,296,43906
1433,96769,Kamananui Trail,NA,NA,60.700001,58438,Lihue Airport,35,19265,Daniel K Inouye International Airport,95.7,77703,95.699997,77703,Kauai,296,43906
1434,96769,Ainapo Cabin,NA,NA,60.700001,58438,Lihue Airport,142.8,105977,Kona International at Keahole Airport,203.5,164415,203.5,164415,Kauai,296,43906
1435,96769,Wiliwilinui Ridge Trail,NA,NA,60.700001,58438,Lihue Airport,49.799999,34212,Daniel K Inouye International Airport,110.5,92650,110.5,92650,Kauai,296,43906
1436,96769,Wiliwili,32.7,27952,60.700001,58438,Lihue Airport,57.099998,54614,Lihue Airport,NA,NA,32.700001,27952,Kauai,296,43906
1438,96769,Waikoali,55.5,39818,60.700001,58438,Lihue Airport,89.800003,73214,Lihue Airport,NA,NA,55.5,39818,Kauai,296,43906
1439,96769,Manana Trail,NA,NA,60.700001,58438,Lihue Airport,40.200001,23460,Daniel K Inouye International Airport,100.9,81898,100.9,81898,Kauai,296,43906
1440,96769,Kuaokala Trail,NA,NA,60.700001,58438,Lihue Airport,92.599998,71137,Daniel K Inouye International Airport,153.3,129575,153.3,129575,Kauai,296,43906
1444,96770,Kaunala Trail,NA,NA,25.1,15371,Molokai Airport,84,64898,Daniel K Inouye International Airport,109.1,80269,109.1,80269,Molokai,720,29167
1451,96770,Kawaikoi,NA,NA,25.1,15371,Molokai Airport,102.9,77583,Lihue Airport,128,92954,128,92954,Molokai,720,29167
1452,96770,Waikolu,36.2,27110,25.1,15371,Molokai Airport,19.9,13553,Molokai Airport,NA,NA,36.200001,27110,Molokai,720,29167
1453,96770,Wiliwili,NA,NA,25.1,15371,Molokai Airport,57.099998,54614,Lihue Airport,82.2,69985,82.199997,69985,Molokai,720,29167
1455,96770,Manana Trail,NA,NA,25.1,15371,Molokai Airport,40.200001,23460,Daniel K Inouye International Airport,65.3,38831,65.300003,38831,Molokai,720,29167
1456,96770,Waimano Trail,NA,NA,25.1,15371,Molokai Airport,60.400002,36643,Daniel K Inouye International Airport,85.5,52014,85.5,52014,Molokai,720,29167
1459,96770,Waimanu Campsite,NA,NA,25.1,15371,Molokai Airport,97.699997,96685,Kona International at Keahole Airport,122.8,112056,122.8,112056,Molokai,720,29167
1461,96770,Sugi Grove,NA,NA,25.1,15371,Molokai Airport,86.5,71695,Lihue Airport,111.6,87066,111.6,87066,Molokai,720,29167
1462,96770,Kuaokala Trail,NA,NA,25.1,15371,Molokai Airport,92.599998,71137,Daniel K Inouye International Airport,117.7,86508,117.7,86508,Molokai,720,29167
1465,96770,Hipalau,NA,NA,25.1,15371,Molokai Airport,73.099998,64234,Lihue Airport,98.2,79605,98.199997,79605,Molokai,720,29167
1466,96770,Peacock Flats Campsite,NA,NA,25.1,15371,Molokai Airport,138.5,82548,Daniel K Inouye International Airport,163.6,97919,163.60001,97919,Molokai,720,29167
1470,96770,Kuliouou Trail,NA,NA,25.1,15371,Molokai Airport,55,37598,Daniel K Inouye International Airport,80.1,52969,80.099998,52969,Molokai,720,29167
1474,96770,Wiliwilinui Ridge Trail,NA,NA,25.1,15371,Molokai Airport,49.799999,34212,Daniel K Inouye International Airport,74.9,49583,74.900002,49583,Molokai,720,29167
1475,96770,Kaluahaulu,NA,NA,25.1,15371,Molokai Airport,73.099998,64225,Lihue Airport,98.2,79596,98.199997,79596,Molokai,720,29167
1478,96770,Kamananui Trail,NA,NA,25.1,15371,Molokai Airport,35,19265,Daniel K Inouye International Airport,60.1,34636,60.099998,34636,Molokai,720,29167
1479,96770,Keanakolu Ranger & Bunkhouse Cabins,NA,NA,25.1,15371,Molokai Airport,150.60001,100298,Kona International at Keahole Airport,175.7,115669,175.7,115669,Molokai,720,29167
1480,96770,Kulanaahane Trail,NA,NA,25.1,15371,Molokai Airport,34.700001,19070,Daniel K Inouye International Airport,59.8,34441,59.799999,34441,Molokai,720,29167
1482,96770,Lonomea,NA,NA,25.1,15371,Molokai Airport,66.699997,59765,Lihue Airport,91.8,75136,91.800003,75136,Molokai,720,29167
1483,96770,Waikoali,NA,NA,25.1,15371,Molokai Airport,89.800003,73214,Lihue Airport,114.9,88585,114.9,88585,Molokai,720,29167
1484,96770,Ainapo Cabin,NA,NA,25.1,15371,Molokai Airport,142.8,105977,Kona International at Keahole Airport,167.9,121348,167.89999,121348,Molokai,720,29167
1485,96770,Maakua Ridge Trail,NA,NA,25.1,15371,Molokai Airport,88.300003,61386,Daniel K Inouye International Airport,113.4,76757,113.4,76757,Molokai,720,29167
1488,96770,Waialae Cabin Campsite,NA,NA,25.1,15371,Molokai Airport,49.200001,44216,Lihue Airport,74.3,59587,74.300003,59587,Molokai,720,29167
1489,96771,Kuliouou Trail,NA,NA,141.7,147007,Kona International at Keahole Airport,55,37598,Daniel K Inouye International Airport,196.7,184605,196.7,184605,Hawaii,8483,36395
1490,96771,Kamananui Trail,NA,NA,141.7,147007,Kona International at Keahole Airport,35,19265,Daniel K Inouye International Airport,176.7,166272,176.7,166272,Hawaii,8483,36395
1492,96771,Kulanaahane Trail,NA,NA,141.7,147007,Kona International at Keahole Airport,34.700001,19070,Daniel K Inouye International Airport,176.4,166077,176.39999,166077,Hawaii,8483,36395
1493,96771,Kawaikoi,NA,NA,141.7,147007,Kona International at Keahole Airport,102.9,77583,Lihue Airport,244.6,224590,244.60001,224590,Hawaii,8483,36395
1494,96771,Kaunala Trail,NA,NA,141.7,147007,Kona International at Keahole Airport,84,64898,Daniel K Inouye International Airport,225.7,211905,225.7,211905,Hawaii,8483,36395
1495,96771,Kaluahaulu,NA,NA,141.7,147007,Kona International at Keahole Airport,73.099998,64225,Lihue Airport,214.8,211232,214.8,211232,Hawaii,8483,36395
1496,96771,Manana Trail,NA,NA,141.7,147007,Kona International at Keahole Airport,40.200001,23460,Daniel K Inouye International Airport,181.9,170467,181.89999,170467,Hawaii,8483,36395
1498,96771,Maakua Ridge Trail,NA,NA,141.7,147007,Kona International at Keahole Airport,88.300003,61386,Daniel K Inouye International Airport,230,208393,230,208393,Hawaii,8483,36395
1499,96771,Keanakolu Ranger & Bunkhouse Cabins,150.9,105365,141.7,147007,Kona International at Keahole Airport,150.60001,100298,Kona International at Keahole Airport,NA,NA,150.89999,105365,Hawaii,8483,36395
1500,96771,Sugi Grove,NA,NA,141.7,147007,Kona International at Keahole Airport,86.5,71695,Lihue Airport,228.2,218702,228.2,218702,Hawaii,8483,36395
1501,96771,Wiliwilinui Ridge Trail,NA,NA,141.7,147007,Kona International at Keahole Airport,49.799999,34212,Daniel K Inouye International Airport,191.5,181219,191.5,181219,Hawaii,8483,36395
1502,96771,Waikoali,NA,NA,141.7,147007,Kona International at Keahole Airport,89.800003,73214,Lihue Airport,231.5,220221,231.5,220221,Hawaii,8483,36395
1503,96771,Wiliwili,NA,NA,141.7,147007,Kona International at Keahole Airport,57.099998,54614,Lihue Airport,198.8,201621,198.8,201621,Hawaii,8483,36395
1504,96771,Hipalau,NA,NA,141.7,147007,Kona International at Keahole Airport,73.099998,64234,Lihue Airport,214.8,211241,214.8,211241,Hawaii,8483,36395
1505,96771,Lonomea,NA,NA,141.7,147007,Kona International at Keahole Airport,66.699997,59765,Lihue Airport,208.4,206772,208.39999,206772,Hawaii,8483,36395
1506,96771,Waialae Cabin Campsite,NA,NA,141.7,147007,Kona International at Keahole Airport,49.200001,44216,Lihue Airport,190.9,191223,190.89999,191223,Hawaii,8483,36395
1507,96771,Kuaokala Trail,NA,NA,141.7,147007,Kona International at Keahole Airport,92.599998,71137,Daniel K Inouye International Airport,234.3,218144,234.3,218144,Hawaii,8483,36395
1508,96771,Ainapo Cabin,43.2,39024,141.7,147007,Kona International at Keahole Airport,142.8,105977,Kona International at Keahole Airport,NA,NA,43.200001,39024,Hawaii,8483,36395
1509,96771,Waimanu Campsite,113.6,110129,141.7,147007,Kona International at Keahole Airport,97.699997,96685,Kona International at Keahole Airport,NA,NA,113.6,110129,Hawaii,8483,36395
1510,96771,Waikolu,NA,NA,141.7,147007,Kona International at Keahole Airport,19.9,13553,Molokai Airport,161.6,160560,161.60001,160560,Hawaii,8483,36395
1511,96771,Peacock Flats Campsite,NA,NA,141.7,147007,Kona International at Keahole Airport,138.5,82548,Daniel K Inouye International Airport,280.2,229555,280.20001,229555,Hawaii,8483,36395
1512,96771,Waimano Trail,NA,NA,141.7,147007,Kona International at Keahole Airport,60.400002,36643,Daniel K Inouye International Airport,202.1,183650,202.10001,183650,Hawaii,8483,36395
1513,96772,Manana Trail,NA,NA,137.10001,118250,Kona International at Keahole Airport,40.200001,23460,Daniel K Inouye International Airport,177.3,141710,177.3,141710,Hawaii,2579,51756
1515,96772,Kulanaahane Trail,NA,NA,137.10001,118250,Kona International at Keahole Airport,34.700001,19070,Daniel K Inouye International Airport,171.8,137320,171.8,137320,Hawaii,2579,51756
1516,96772,Waialae Cabin Campsite,NA,NA,137.10001,118250,Kona International at Keahole Airport,49.200001,44216,Lihue Airport,186.3,162466,186.3,162466,Hawaii,2579,51756
1517,96772,Sugi Grove,NA,NA,137.10001,118250,Kona International at Keahole Airport,86.5,71695,Lihue Airport,223.6,189945,223.60001,189945,Hawaii,2579,51756
1518,96772,Kaluahaulu,NA,NA,137.10001,118250,Kona International at Keahole Airport,73.099998,64225,Lihue Airport,210.2,182475,210.2,182475,Hawaii,2579,51756
1519,96772,Hipalau,NA,NA,137.10001,118250,Kona International at Keahole Airport,73.099998,64234,Lihue Airport,210.2,182484,210.2,182484,Hawaii,2579,51756
1520,96772,Waimano Trail,NA,NA,137.10001,118250,Kona International at Keahole Airport,60.400002,36643,Daniel K Inouye International Airport,197.5,154893,197.5,154893,Hawaii,2579,51756
1521,96772,Kamananui Trail,NA,NA,137.10001,118250,Kona International at Keahole Airport,35,19265,Daniel K Inouye International Airport,172.1,137515,172.10001,137515,Hawaii,2579,51756
1522,96772,Keanakolu Ranger & Bunkhouse Cabins,243.1,177690,137.10001,118250,Kona International at Keahole Airport,150.60001,100298,Kona International at Keahole Airport,NA,NA,243.10001,177690,Hawaii,2579,51756
1523,96772,Lonomea,NA,NA,137.10001,118250,Kona International at Keahole Airport,66.699997,59765,Lihue Airport,203.8,178015,203.8,178015,Hawaii,2579,51756
1524,96772,Waikolu,NA,NA,137.10001,118250,Kona International at Keahole Airport,19.9,13553,Molokai Airport,157,131803,157,131803,Hawaii,2579,51756
1525,96772,Waikoali,NA,NA,137.10001,118250,Kona International at Keahole Airport,89.800003,73214,Lihue Airport,226.9,191464,226.89999,191464,Hawaii,2579,51756
1526,96772,Waimanu Campsite,205.7,182454,137.10001,118250,Kona International at Keahole Airport,97.699997,96685,Kona International at Keahole Airport,NA,NA,205.7,182454,Hawaii,2579,51756
1527,96772,Ainapo Cabin,63.5,35700,137.10001,118250,Kona International at Keahole Airport,142.8,105977,Kona International at Keahole Airport,NA,NA,63.5,35700,Hawaii,2579,51756
1528,96772,Kaunala Trail,NA,NA,137.10001,118250,Kona International at Keahole Airport,84,64898,Daniel K Inouye International Airport,221.1,183148,221.10001,183148,Hawaii,2579,51756
1529,96772,Peacock Flats Campsite,NA,NA,137.10001,118250,Kona International at Keahole Airport,138.5,82548,Daniel K Inouye International Airport,275.6,200798,275.60001,200798,Hawaii,2579,51756
1530,96772,Kuliouou Trail,NA,NA,137.10001,118250,Kona International at Keahole Airport,55,37598,Daniel K Inouye International Airport,192.1,155848,192.10001,155848,Hawaii,2579,51756
1532,96772,Maakua Ridge Trail,NA,NA,137.10001,118250,Kona International at Keahole Airport,88.300003,61386,Daniel K Inouye International Airport,225.4,179636,225.39999,179636,Hawaii,2579,51756
1533,96772,Wiliwilinui Ridge Trail,NA,NA,137.10001,118250,Kona International at Keahole Airport,49.799999,34212,Daniel K Inouye International Airport,186.9,152462,186.89999,152462,Hawaii,2579,51756
1534,96772,Kawaikoi,NA,NA,137.10001,118250,Kona International at Keahole Airport,102.9,77583,Lihue Airport,240,195833,240,195833,Hawaii,2579,51756
1535,96772,Kuaokala Trail,NA,NA,137.10001,118250,Kona International at Keahole Airport,92.599998,71137,Daniel K Inouye International Airport,229.7,189387,229.7,189387,Hawaii,2579,51756
1536,96772,Wiliwili,NA,NA,137.10001,118250,Kona International at Keahole Airport,57.099998,54614,Lihue Airport,194.2,172864,194.2,172864,Hawaii,2579,51756
1537,96773,Lonomea,NA,NA,127.7,126327,Kona International at Keahole Airport,66.699997,59765,Lihue Airport,194.4,186092,194.39999,186092,Hawaii,412,31792
1538,96773,Maakua Ridge Trail,NA,NA,127.7,126327,Kona International at Keahole Airport,88.300003,61386,Daniel K Inouye International Airport,216,187713,216,187713,Hawaii,412,31792
1539,96773,Waialae Cabin Campsite,NA,NA,127.7,126327,Kona International at Keahole Airport,49.200001,44216,Lihue Airport,176.9,170543,176.89999,170543,Hawaii,412,31792
1541,96773,Kulanaahane Trail,NA,NA,127.7,126327,Kona International at Keahole Airport,34.700001,19070,Daniel K Inouye International Airport,162.4,145397,162.39999,145397,Hawaii,412,31792
1542,96773,Keanakolu Ranger & Bunkhouse Cabins,157.2,100918,127.7,126327,Kona International at Keahole Airport,150.60001,100298,Kona International at Keahole Airport,NA,NA,157.2,100918,Hawaii,412,31792
1543,96773,Hipalau,NA,NA,127.7,126327,Kona International at Keahole Airport,73.099998,64234,Lihue Airport,200.8,190561,200.8,190561,Hawaii,412,31792
1544,96773,Kaluahaulu,NA,NA,127.7,126327,Kona International at Keahole Airport,73.099998,64225,Lihue Airport,200.8,190552,200.8,190552,Hawaii,412,31792
1545,96773,Peacock Flats Campsite,NA,NA,127.7,126327,Kona International at Keahole Airport,138.5,82548,Daniel K Inouye International Airport,266.2,208875,266.20001,208875,Hawaii,412,31792
1546,96773,Waikolu,NA,NA,127.7,126327,Kona International at Keahole Airport,19.9,13553,Molokai Airport,147.6,139880,147.60001,139880,Hawaii,412,31792
1547,96773,Kuliouou Trail,NA,NA,127.7,126327,Kona International at Keahole Airport,55,37598,Daniel K Inouye International Airport,182.7,163925,182.7,163925,Hawaii,412,31792
1548,96773,Kawaikoi,NA,NA,127.7,126327,Kona International at Keahole Airport,102.9,77583,Lihue Airport,230.6,203910,230.60001,203910,Hawaii,412,31792
1549,96773,Manana Trail,NA,NA,127.7,126327,Kona International at Keahole Airport,40.200001,23460,Daniel K Inouye International Airport,167.9,149787,167.89999,149787,Hawaii,412,31792
1550,96773,Kamananui Trail,NA,NA,127.7,126327,Kona International at Keahole Airport,35,19265,Daniel K Inouye International Airport,162.7,145592,162.7,145592,Hawaii,412,31792
1551,96773,Sugi Grove,NA,NA,127.7,126327,Kona International at Keahole Airport,86.5,71695,Lihue Airport,214.2,198022,214.2,198022,Hawaii,412,31792
1552,96773,Kaunala Trail,NA,NA,127.7,126327,Kona International at Keahole Airport,84,64898,Daniel K Inouye International Airport,211.7,191225,211.7,191225,Hawaii,412,31792
1553,96773,Ainapo Cabin,100.4,97458,127.7,126327,Kona International at Keahole Airport,142.8,105977,Kona International at Keahole Airport,NA,NA,100.4,97458,Hawaii,412,31792
1554,96773,Waimano Trail,NA,NA,127.7,126327,Kona International at Keahole Airport,60.400002,36643,Daniel K Inouye International Airport,188.1,162970,188.10001,162970,Hawaii,412,31792
1555,96773,Wiliwilinui Ridge Trail,NA,NA,127.7,126327,Kona International at Keahole Airport,49.799999,34212,Daniel K Inouye International Airport,177.5,160539,177.5,160539,Hawaii,412,31792
